step,category,rank,reward,R2,RMSE,prefix,expr
0,elite,98,0.554279,0.24788170827256406,2.4198524453636057,sub sigmoid sub sub mul 2 v2 v1 abs mul <C> aggr sub sour v2 targ v2 <C>,(sigmoid((((2*v2)-v1)-abs((0.0995*aggr((sour(v2)-targ(v2)))))))-0.5524)
0,elite,99,0.010831,-88.78574779850388,26.439273140995738,sub sub sub sub tan v2 pow3 v2 v1 div mul <C> aggr sub targ v2 targ (1/5) 5 <C>,((((tan(v2)-(v2**3))-v1)-((-25.1461*aggr((targ(v2)-targ((1/5)))))/5))--4.2530)
0,elite,100,0.480438,-0.08356177227986117,2.9045084673213184,sub sub sub sub mul v2 (1/3) v2 v1 div mul <C> aggr targ v2 (1/2) <C>,(((((v2*(1/3))-v2)-v1)-((-0.2316*aggr(targ(v2)))/(1/2)))-0.3075)
0,elite,101,0.054629,-16.136288762403364,11.550590717071398,sqrtabs sub sub sub mul v2 pow3 v2 <C> div mul <C> aggr sub sour v2 targ v2 2 <C>,sqrtabs(((((v2*(v2**3))-18.8232)-((1.4292*aggr((sour(v2)-targ(v2))))/2))-17.9963))
0,elite,102,0.606813,0.4496175473618885,2.070036956742707,sub sub sub mul add v2 pow2 mul mul <C> aggr sour v2 (1/5) <C> <C> v1 <C>,(((((v2+(((-0.0000*aggr(sour(v2)))*(1/5))**2))*0.8905)-0.5590)-v1)--0.5201)
0,elite,103,0.393327,-0.5663780570030386,3.492159768593771,2,2
0,elite,104,0.497511,-0.0013885925140968425,2.792203899839351,mul <C> v1,(0.0104*v1)
0,elite,105,0.416107,-0.4188276760402443,3.3236144244158763,sub sub sub tanh mul v2 pow3 v2 v1 div mul <C> mul v2 pow3 v2 (1/2) <C>,(((tanh((v2*(v2**3)))-v1)-((-0.0008*(v2*(v2**3)))/(1/2)))-1.0204)
0,elite,106,0.242118,-4936.017389554539,196.05509719772255,inv sub sub pow3 <C> v1 (1/3),(1/(((0.2445**3)-v1)-(1/3)))
0,elite,107,0.362577,-0.8261139498782435,3.770593777673064,sub sub mul (1/4) regular v2 1 <C> 1,"((((1/4)*regular(v2, 1))--0.5369)-1)"
0,elite,108,0.374122,-0.6043594307144824,3.5342449425108238,sub sub sub sub (1/3) v2 pow3 tanh v2 v1 div mul <C> aggr targ v2 <C>,(((((1/3)-v2)-(tanh(v2)**3))-v1)-((-1.4894*aggr(targ(v2)))/2.4424))
0,elite,109,0.113717,-6.237758235294534,7.506679009316772,sub sub sub sub mul v2 v2 v1 abs mul <C> aggr sub sour v2 targ v2 5 <C>,(((((v2*v2)-v1)-abs((-0.4437*aggr((sour(v2)-targ(v2))))))-5)-0.6063)
1,top10,0,0.868140,0.8520102300266077,1.0734001633088408,sub sub sub sub mul v2 pow3 <C> v2 div mul regular v2 2 v1 <C> <C> 3,"(((((v2*(1.2464**3))-v2)-((regular(v2, 2)*v1)/-10.2632))--2.9840)-3)"
1,top10,1,0.852648,0.8402110295037665,1.1153706411398348,sub sub sub sub add v2 3 mul mul <C> aggr sour regular sigmoid v1 (1/5) (1/2) 4 2 <C>,"(((((v2+3)-((0.2243*aggr(sour(regular(sigmoid(v1), (1/5)))))*(1/2)))-4)-2)--3.1359)"
1,top10,2,0.798177,0.7919320367845549,1.2727655665847493,sub sub div mul mul <C> v2 mul mul sin neg (1/3) regular inv 4 v2 (1/5) v2 2 <C>,"(((((93.5483*v2)*((sin((-(1/3)))*regular((1/4), v2))*(1/5)))/v2)-2)--5.1464)"
1,top10,3,0.787163,0.7151431073051902,1.489221082352452,sub sub (1/3) mul mul <C> sub pow3 v2 v1 pow2 (1/3) (1/5),(((1/3)-((-0.4069*((v2**3)-v1))*((1/3)**2)))-(1/5))
1,top10,4,0.750937,0.6695416542523361,1.6039992899450404,sub sub sub pow3 mul mul <C> v2 (1/4) mul 1 tanh regular sigmoid div (1/2) <C> (1/3) (1/5) (1/5),"((((((1.4486*v2)*(1/4))**3)-(1*tanh(regular(sigmoid(((1/2)/218.3015)), (1/3)))))-(1/5))-(1/5))"
1,top10,5,0.749583,0.7196218832770431,1.4774672624190661,sub sub sub mul mul pow3 v2 4 mul tan neg regular regular v2 2 1 <C> <C> 4 4,"((((((v2**3)*4)*(tan((-regular(regular(v2, 2), 1)))*-0.0224))--7.8501)-4)-4)"
1,top10,6,0.744668,0.6639472159271218,1.6175196240535716,sub sub sub <C> mul mul mul <C> v2 v1 div mul regular pow2 (1/5) v2 (1/4) v1 3 <C>,"(((3.0689-(((-5.3206*v2)*v1)*((regular(((1/5)**2), v2)*(1/4))/v1)))-3)--1.6199)"
1,top10,7,0.738747,0.6894447621937679,1.5549457392657484,pow3 add add mul neg abs mul 1 (1/3) sub sub <C> pow2 logabs 3 v2 mul <C> <C> 3,(((((-abs((1*(1/3))))*((2.9416-(logabs(3)**2))-v2))+(-1.1432*2.1450))+3)**3)
1,top10,8,0.734416,0.631205473819974,1.6944862249809167,sub sub (1/3) mul mul <C> sub v2 v1 pow2 (1/3) (1/5),(((1/3)-((-5.5509*(v2-v1))*((1/3)**2)))-(1/5))
1,top10,9,0.675907,0.3968727426097044,2.1669569703427283,sub sub sub sub mul v2 pow3 <C> v1 div mul v1 regular v2 5 mul v2 5 <C> <C>,"(((((v2*(0.9256**3))-v1)-((v1*regular(v2, 5))/(v2*5)))--1.0339)-0.8304)"
1,elite,0,0.333968,-1110.1161358110858,93.00912029529749,sub sub mul mul tanh cos v2 (1/4) mul neg sub pow3 regular v2 4 inv v1 v2 2 <C>,"((((tanh(cos(v2))*(1/4))*((-((regular(v2, 4)**3)-(1/v1)))*v2))-2)--1.8580)"
1,elite,1,0.338511,-1.065776213434872,4.010397728802351,sub sub sub sin mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/5) 3,(((sin((v2*(v2**3)))-v1)-((0.0401*aggr((sour(v2)-targ(v2))))/(1/5)))-3)
1,elite,2,0.291663,-1.4837184462910824,4.397410315434526,sub sub sub mul add v2 (1/5) mul mul <C> aggr sour sin sub 1 2 v2 (1/2) v1 4,(((((v2+(1/5))*((-0.1116*aggr(sour(sin((1-2)))))*v2))-(1/2))-v1)-4)
1,elite,3,0.500766,-0.020870217631790533,2.819233689360961,div sub sub sub mul v2 pow3 v2 v1 (1/2) mul regular regular div v2 3 2 (1/2) 4 <C>,"(((((v2*(v2**3))-v1)-(1/2))-(regular(regular((v2/3), 2), (1/2))*4))/368.7378)"
1,elite,4,0.491524,-0.00949046939388598,2.8034765065700986,sub sub <C> mul mul mul <C> v2 mul cos <C> v1 regular div div 5 v2 v2 2 <C>,"((-0.0599-(((-0.3938*v2)*(cos(-2.0548)*v1))*regular(((5/v2)/v2), 2)))-0.0455)"
1,elite,5,0.489364,-0.12962677929828925,2.965604958288413,tanh sub sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/3) <C>,tanh(((((v2*(v2**3))-v1)-((-0.3287*aggr((sour(v2)-targ(v2))))/(1/3)))--0.6892))
1,elite,6,0.744668,0.6639472159271218,1.6175196240535716,sub sub sub <C> mul mul mul <C> v2 v1 div mul regular pow2 (1/5) v2 (1/4) v1 3 <C>,"(((3.0689-(((-5.3206*v2)*v1)*((regular(((1/5)**2), v2)*(1/4))/v1)))-3)--1.6199)"
1,elite,7,0.225781,-2.1479005791795127,4.95058262426475,sub sub sub v2 mul sub (1/3) add sigmoid mul mul aggr targ 5 (1/4) v2 1 (1/2) v1 5,(((v2-(((1/3)-(sigmoid(((aggr(targ(5))*(1/4))*v2))+1))*(1/2)))-v1)-5)
1,elite,8,0.250738,-3.9814387852746034,6.227635826119504,sub sub sub sub mul sub 4 v1 div mul <C> aggr targ sin v2 v1 3 (1/4) v1 (1/3),((((((4-v1)*((0.0012*aggr(targ(sin(v2))))/v1))-3)-(1/4))-v1)-(1/3))
1,elite,9,0.232383,-2.569111863969961,5.271398994770878,sub sub sub sub mul v2 tanh pow3 v2 v1 div mul regular 4 v2 sigmoid (1/5) (1/4) v1 <C>,"(((((v2*tanh((v2**3)))-v1)-((regular(4, v2)*sigmoid((1/5)))/(1/4)))-v1)-1.7210)"
1,elite,10,0.253538,-1.9528366945356104,4.794745100329462,sub logabs sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 2 (1/5),(logabs((((v2*(v2**3))-v1)-((1.8673*aggr((sour(v2)-targ(v2))))/2)))-(1/5))
1,elite,11,0.749583,0.7196218832770431,1.4774672624190661,sub sub sub mul mul pow3 v2 4 mul tan neg regular regular v2 2 1 <C> <C> 4 4,"((((((v2**3)*4)*(tan((-regular(regular(v2, 2), 1)))*-0.0224))--7.8501)-4)-4)"
1,elite,12,0.281528,-1.3919030790817652,4.315365631116504,sub sub sub sin mul v2 pow3 v2 v1 div mul sub 4 sqrtabs mul v2 5 <C> (1/4) 3,(((sin((v2*(v2**3)))-v1)-(((4-sqrtabs((v2*5)))*-0.1983)/(1/4)))-3)
1,elite,13,0.481309,-0.0027210178251468875,2.794060904417229,inv sub sub sub mul v2 pow3 v2 v1 logabs mul <C> add (1/3) v2 mul pow (1/2) 1 <C>,(1/((((v2*(v2**3))-v1)-logabs((-0.0000*((1/3)+v2))))-(((1/2)**1)*-0.0440)))
1,elite,14,0.316210,-1.0663733945869254,4.01097735617475,sub sub logabs sin mul cos pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/4) v2,((logabs(sin((cos((v2**3))*v1)))-((0.1030*aggr((sour(v2)-targ(v2))))/(1/4)))-v2)
1,elite,15,0.465911,-0.06382079079141767,2.87792880679994,cos sub sub sub mul v2 pow3 (1/5) v1 2 mul <C> aggr sub sour v2 targ v2,cos(((((v2*((1/5)**3))-v1)-2)-(-0.1378*aggr((sour(v2)-targ(v2))))))
1,elite,16,0.483951,-0.06948140045624673,2.885575403986053,cos sub sub sub mul v2 pow3 v2 sigmoid mul logabs mul regular 5 v2 pow2 4 (1/2) v2 2,"cos(((((v2*(v2**3))-sigmoid((logabs((regular(5, v2)*(4**2)))*(1/2))))-v2)-2))"
1,elite,17,0.400357,-988.4464355591978,87.76916235988391,sub inv sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 2 1,((1/(((v2*(v2**3))-v1)-((0.1258*aggr((sour(v2)-targ(v2))))/2)))-1)
1,elite,18,0.208479,-3.225704712526338,5.735818261684817,sub sub sub 1 mul mul <C> v2 v2 v1 div mul v2 (1/3) aggr sour v2,(((1-((0.0781*v2)*v2))-v1)-((v2*(1/3))/aggr(sour(v2))))
1,elite,19,0.496569,0.10656374087555087,2.637409683344829,sub sub sub mul add 2 sigmoid mul mul tanh div 1 sigmoid (1/5) v2 (1/4) 1 <C> (1/4) (1/3),(((((2+sigmoid(((tanh((1/sigmoid((1/5))))*v2)*(1/4))))*1)-2.0104)-(1/4))-(1/3))
1,elite,20,0.395375,-0.4291170974965448,3.3356441769898173,sub tanh (1/4) add mul mul <C> v2 mul mul <C> v1 tanh neg div mul <C> v1 v1 v1,(tanh((1/4))-(((2.9701*v2)*((-0.0228*v1)*tanh((-((-0.6336*v1)/v1)))))+v1))
1,elite,21,0.480914,-0.00025439367865631723,2.7906221903632065,sub sub sub 5 mul v2 mul mul mul <C> v1 aggr sour (1/2) abs v2 div 5 3 <C>,(((5-(v2*(((0.0013*v1)*aggr(sour((1/2))))*abs(v2))))-(5/3))-3.4296)
1,elite,22,0.212146,-2.7551095580921667,5.407009288673691,sub sub sub 4 mul v2 tanh cos (1/5) div mul regular regular 1 (1/2) v2 inv <C> <C> 2,"(((4-(v2*tanh(cos((1/5)))))-((regular(regular(1, (1/2)), v2)*(1/-98.7897))/93.2681))-2)"
1,elite,23,0.398877,-0.7468087826536483,3.687809619831877,sub sub pow2 mul mul <C> pow3 v2 v1 div mul regular v2 abs 5 mul <C> (1/4) 2 3,"(((((0.0090*(v2**3))*v1)**2)-((regular(v2, abs(5))*(-3.3728*(1/4)))/2))-3)"
1,elite,24,0.470179,-103.83526177167015,28.569293548473134,inv sub sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 5 3,(1/((((v2*(v2**3))-v1)-((-1.2930*aggr((sour(v2)-targ(v2))))/5))-3))
1,elite,25,0.282843,-0.9667791061644009,3.9131239305690233,sub sub 2 v1 mul aggr sin sub sub sour v2 targ 3 sour v2 sqrtabs div sin v2 <C>,((2-v1)-(aggr(sin(((sour(v2)-targ(3))-sour(v2))))*sqrtabs((sin(v2)/1985.5240))))
1,elite,26,0.415266,-0.4087745055604439,3.311818678989472,sub abs sub abs v1 mul <C> v2 v1,(abs((abs(v1)-(-0.4485*v2)))-v1)
1,elite,27,0.380956,-0.5297876477663552,3.451130520053204,sub sub logabs sub mul v2 pow3 v2 tan mul <C> aggr sin sub sour v2 targ v2 <C> (1/3),((logabs(((v2*(v2**3))-tan((1.5091*aggr(sin((sour(v2)-targ(v2))))))))-3.1989)-(1/3))
1,elite,28,0.491298,-6.455509824117048,7.6187633307922145,inv sub sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/3) (1/2),(1/((((v2*(v2**3))-v1)-((-1.0457*aggr((sour(v2)-targ(v2))))/(1/3)))-(1/2)))
1,elite,29,0.750937,0.6695416542523361,1.6039992899450404,sub sub sub pow3 mul mul <C> v2 (1/4) mul 1 tanh regular sigmoid div (1/2) <C> (1/3) (1/5) (1/5),"((((((1.4486*v2)*(1/4))**3)-(1*tanh(regular(sigmoid(((1/2)/218.3015)), (1/3)))))-(1/5))-(1/5))"
1,elite,30,0.498918,0.025059943391446682,2.755083504939955,sub sub sub pow2 mul (1/5) abs v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/3) (1/2),((((((1/5)*abs(v2))**2)-v1)-((0.0534*aggr((sour(v2)-targ(v2))))/(1/3)))-(1/2))
1,elite,31,0.490555,-1.7751595748238813e-05,2.790292065489504,sub sub sub <C> mul mul mul <C> v2 v1 cos pow3 tanh div div v2 4 3 3 <C>,(((0.7533-(((-0.0034*v2)*v1)*cos((tanh(((v2/4)/3))**3))))-3)--2.1445)
1,elite,32,0.506569,-0.0020128667321877014,2.7930741061398776,sub sub sub add mul mul <C> v2 v1 div mul <C> aggr logabs sour v2 <C> 4 5 <C>,((((((0.0230*v2)*v1)+((0.0109*aggr(logabs(sour(v2))))/-1.0491))-4)-5)--8.8845)
1,elite,33,0.852648,0.8402110295037665,1.1153706411398348,sub sub sub sub add v2 3 mul mul <C> aggr sour regular sigmoid v1 (1/5) (1/2) 4 2 <C>,"(((((v2+3)-((0.2243*aggr(sour(regular(sigmoid(v1), (1/5)))))*(1/2)))-4)-2)--3.1359)"
1,elite,34,0.466975,-0.1365242964627975,2.9746451923464194,sub sub sub sin mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 <C> 1,(((sin((v2*(v2**3)))-v1)-((-0.3656*aggr((sour(v2)-targ(v2))))/-1.9392))-1)
1,elite,35,0.379396,-0.5671939581016379,3.493069155073786,div sqrtabs sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/4) 5,(sqrtabs((((v2*(v2**3))-v1)-((1.3308*aggr((sour(v2)-targ(v2))))/(1/4))))/5)
1,elite,36,0.371289,-0.5924463784244061,3.5210988560071703,sub sub sub pow2 mul cos neg tan mul <C> v2 sin sub sub v2 (1/5) v1 2 (1/5) (1/3),(((((cos((-tan((-4.7292*v2))))*sin(((v2-(1/5))-v1)))**2)-2)-(1/5))-(1/3))
1,elite,37,0.535635,0.2260762133670392,2.454680128935545,sub tanh sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/3) (1/4),(tanh((((v2*(v2**3))-v1)-((16.9360*aggr((sour(v2)-targ(v2))))/(1/3))))-(1/4))
1,elite,38,0.383011,-0.5913673997657032,3.5199057752429748,sub sub 1 mul add mul v2 tanh mul v1 v1 exp regular 1 v2 abs (1/3) <C>,"((1-(((v2*tanh((v1*v1)))+exp(regular(1, v2)))*abs((1/3))))-0.5549)"
1,elite,39,0.321199,-0.843630034504731,3.7886343869039134,sub sub sub sub sigmoid pow3 mul v2 v1 div sin sub sub (1/3) 5 v2 (1/4) 2 <C> (1/3),((((sigmoid(((v2*v1)**3))-(sin((((1/3)-5)-v2))/(1/4)))-2)--0.8535)-(1/3))
1,elite,40,0.666128,0.48094379124252085,2.0102635799657853,sub sub sub v2 exp (1/2) logabs mul v1 div mul v2 aggr sour v2 regular sigmoid (1/2) (1/3) <C>,"(((v2-exp((1/2)))-logabs((v1*((v2*aggr(sour(v2)))/regular(sigmoid((1/2)), (1/3))))))--4.3178)"
1,elite,41,0.481089,-0.001456065401000517,2.7922979666611254,sub sub sub sigmoid mul mul mul <C> v1 div mul v2 mul 1 (1/4) v2 v1 (1/4) <C> (1/4),(((sigmoid((((-0.6850*v1)*((v2*(1*(1/4)))/v2))*v1))-(1/4))--0.0312)-(1/4))
1,elite,42,0.346906,-2.0254786269611227,4.853363884598811,sub sub sub sin mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 v1 (1/4),(((sin((v2*(v2**3)))-v1)-((0.0018*aggr((sour(v2)-targ(v2))))/v1))-(1/4))
1,elite,43,0.507969,-0.001550182461045102,2.792429173965266,sub pow2 sub <C> 2 mul mul <C> v2 v1,(((2.0000-2)**2)-((-0.0095*v2)*v1))
1,elite,44,0.481841,2.2207168332011307e-06,2.7902642015523433,sub tanh sub sub mul v2 pow3 (1/3) sin 2 5 <C>,(tanh((((v2*((1/3)**3))-sin(2))-5))--0.9001)
1,elite,45,0.231492,-2.4015882649695293,5.146200252245528,sub sub sub mul mul <C> v2 pow3 mul mul <C> aggr sour sub <C> 4 v2 (1/2) 4 v1,(((((-0.4556*v2)*(((0.0401*aggr(sour((2.3398-4))))*v2)**3))-(1/2))-4)-v1)
1,elite,46,0.627357,0.4510106478916919,2.0674155098799467,sub sub tanh mul mul <C> pow3 v2 (1/5) mul <C> aggr sour sub <C> div (1/2) tan (1/2) 1,((tanh(((13.0994*(v2**3))*(1/5)))-(0.4457*aggr(sour((0.2133-((1/2)/tan((1/2))))))))-1)
1,elite,47,0.471132,-0.20513281461538702,3.0631147420959253,sub sub sub (1/4) mul (1/4) mul v2 v1 div mul <C> aggr sub sour v2 targ v2 3 v1,((((1/4)-((1/4)*(v2*v1)))-((0.6175*aggr((sour(v2)-targ(v2))))/3))-v1)
1,elite,48,0.738747,0.6894447621937679,1.5549457392657484,pow3 add add mul neg abs mul 1 (1/3) sub sub <C> pow2 logabs 3 v2 mul <C> <C> 3,(((((-abs((1*(1/3))))*((2.9416-(logabs(3)**2))-v2))+(-1.1432*2.1450))+3)**3)
1,elite,49,0.431403,-0.2520829727430962,3.122211825000622,sub sigmoid add mul mul <C> neg v2 v1 div mul <C> aggr sub sour v2 targ (1/2) 4 2,(sigmoid((((0.0471*(-v2))*v1)+((-0.2450*aggr((sour(v2)-targ((1/2)))))/4)))-2)
1,elite,50,0.256533,-1.4247069955798857,4.344856548505319,sub sub sub sin mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 5 v2,(((sin((v2*(v2**3)))-v1)-((2.1756*aggr((sour(v2)-targ(v2))))/5))-v2)
1,elite,51,0.300876,-1.5218658898652304,4.431051556763607,sub sub sub pow2 mul v2 mul mul mul <C> aggr sour regular 5 v2 2 v1 3 v1 (1/4),"(((((v2*(((0.0369*aggr(sour(regular(5, v2))))*2)*v1))**2)-3)-v1)-(1/4))"
1,elite,52,0.426329,-0.2787560943775287,3.155292809237329,sub sqrtabs sub sub (1/2) mul v2 v1 mul mul <C> aggr sin sub sour v2 targ v2 2 4,(sqrtabs((((1/2)-(v2*v1))-((-6.1318*aggr(sin((sour(v2)-targ(v2)))))*2)))-4)
1,elite,53,0.669668,0.5454635611904084,1.8811791732141765,sub sub sigmoid sub mul (1/3) pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 1 <C>,((sigmoid((((1/3)*(v2**3))-v1))-((0.1420*aggr((sour(v2)-targ(v2))))/1))-0.6012)
1,elite,54,0.332104,-14275.399722882947,333.3919882340693,tan sub sub 4 mul v2 pow3 pow mul sigmoid v1 inv (1/5) mul v2 mul v1 pow2 <C> 1,tan(((4-(v2*(((sigmoid(v1)*(1/(1/5)))**(v2*(v1*(1.0394**2))))**3)))-1))
1,elite,55,0.475533,-0.06494866786764719,2.879454012014088,sub sub sub 3 mul v2 (1/2) mul mul <C> v2 1 (1/3),(((3-(v2*(1/2)))-((-1.3390*v2)*1))-(1/3))
1,elite,56,0.263880,-1.7171373184472132,4.59940447162213,sub sub 3 mul mul <C> v2 v1 v1,((3-((0.1628*v2)*v1))-v1)
1,elite,57,0.405227,-0.47884726765257835,3.393184473429246,sub sub 2 mul mul <C> v2 mul mul mul <C> v1 tanh tanh mul v2 tanh (1/3) 3 4,((2-((0.2008*v2)*(((0.1557*v1)*tanh(tanh((v2*tanh((1/3))))))*3)))-4)
1,elite,58,0.235251,-2.184993026350174,4.9796641417808445,logabs sub sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/4) 2,logabs(((((v2*(v2**3))-v1)-((0.7989*aggr((sour(v2)-targ(v2))))/(1/4)))-2))
1,elite,59,0.246621,-2.1384272681687864,4.943127854810586,sub sub sub mul mul sin logabs 5 cos pow2 v2 sigmoid 1 3 tanh v2 v1,(((((sin(logabs(5))*cos((v2**2)))*sigmoid(1))-3)-tanh(v2))-v1)
1,elite,60,0.236688,-1.8457568180530495,4.707005458869482,sub sub sub mul mul add v2 v2 v1 tanh mul regular regular (1/5) v2 (1/4) 1 <C> (1/5) 2,"((((((v2+v2)*v1)*tanh((regular(regular((1/5), v2), (1/4))*1)))--1.9084)-(1/5))-2)"
1,elite,61,0.225600,-2.498617599934658,5.219081127158674,sub logabs sub 3 mul v2 pow3 v2 v1,(logabs((3-(v2*(v2**3))))-v1)
1,elite,62,0.417268,-0.4530949263675834,3.3635106152096492,sub sub sub mul mul v2 (1/4) v2 v1 div mul <C> aggr sub sour v2 targ v2 5 3,(((((v2*(1/4))*v2)-v1)-((0.7449*aggr((sour(v2)-targ(v2))))/5))-3)
1,elite,63,0.229046,-2.212203594816397,5.000890454542096,sub sub sub sub mul v2 pow3 sigmoid mul mul mul <C> 5 1 exp 2 v2 3 1 (1/4),(((((v2*(sigmoid((((1.0752*5)*1)*exp(2)))**3))-v2)-3)-1)-(1/4))
1,elite,64,0.453645,-0.012384484012748054,2.8074921440333753,sub sub sub regular mul v2 pow3 v2 v1 div mul <C> pow2 div pow2 v2 (1/5) 3 (1/4) <C>,"(((regular((v2*(v2**3)), v1)-((-0.0002*(((v2**2)/(1/5))**2))/3))-(1/4))-0.5878)"
1,elite,65,0.241452,-2.215589565445941,5.0035254693900795,sub sub sub sub mul 1 3 v2 v1 div mul <C> aggr sub sour v2 targ v2 4 (1/2),(((((1*3)-v2)-v1)-((1.5046*aggr((sour(v2)-targ(v2))))/4))-(1/2))
1,elite,66,0.268677,-1.9128209932448224,4.762146015100051,sub sub sub sub mul v2 (1/4) v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/5) 3,(((((v2*(1/4))-v2)-v1)-((0.0663*aggr((sour(v2)-targ(v2))))/(1/5)))-3)
1,elite,67,0.327871,-0.9848770109732246,3.9310865917354954,sub sub 4 mul add aggr sin sub sub sour v2 targ 5 sour v2 tanh v2 sin <C> (1/2),((4-((aggr(sin(((sour(v2)-targ(5))-sour(v2))))+tanh(v2))*sin(2.2565)))-(1/2))
1,elite,68,0.304456,-1.2371721034366958,4.173452808568878,sub sub 5 add mul mul <C> v2 mul mul <C> v1 pow (1/5) pow2 v2 pow 1 v1 1,((5-(((0.5446*v2)*((-1.3468*v1)*((1/5)**(v2**2))))+(1**v1)))-1)
1,elite,69,0.456471,-0.05396694262546431,2.864569108864439,sub sigmoid sub sub mul v2 v2 v1 inv div mul <C> aggr sub sour v2 targ v2 1 (1/4),(sigmoid((((v2*v2)-v1)-(1/((-0.0798*aggr((sour(v2)-targ(v2))))/1))))-(1/4))
1,elite,70,0.390417,-0.6106351356806958,3.5411505742565987,sub sub sub sub mul v2 (1/2) v2 v1 div mul <C> aggr sub sour v2 targ v2 (1/4) 1,(((((v2*(1/2))-v2)-v1)-((0.0703*aggr((sour(v2)-targ(v2))))/(1/4)))-1)
1,elite,71,0.734416,0.631205473819974,1.6944862249809167,sub sub (1/3) mul mul <C> sub v2 v1 pow2 (1/3) (1/5),(((1/3)-((-5.5509*(v2-v1))*((1/3)**2)))-(1/5))
1,elite,72,0.491744,-0.03826309964537056,2.8431483379175155,sub sub pow3 add mul mul <C> v2 mul mul <C> neg v1 3 3 <C> 1,((((((0.0013*v2)*((0.9228*(-v1))*3))+3)**3)-26.0819)-1)
1,elite,73,0.227505,-2.4180320920971945,5.158624037341322,sub sub sub logabs mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 5 (1/2),(((logabs((v2*(v2**3)))-v1)-((0.7777*aggr((sour(v2)-targ(v2))))/5))-(1/2))
1,elite,74,0.256077,-1.9487177881201276,4.791399842835817,sub sub sub sub pow3 v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 1 4,(((((v2**3)-(v2**3))-v1)-((0.2071*aggr((sour(v2)-targ(v2))))/1))-4)
1,elite,75,0.453041,-0.11483633518110858,2.9461263399735245,sub regular sub sub mul v2 pow3 v2 v1 mul exp aggr sub sour v2 targ v2 3 2 2,"(regular((((v2*(v2**3))-v1)-(exp(aggr((sour(v2)-targ(v2))))*3)), 2)-2)"
1,elite,76,0.234381,-2.089574766247721,4.9045048027512825,sub sub sub mul add v2 mul pow3 mul v1 sigmoid abs inv v2 v1 (1/2) sqrtabs v1 (1/5) <C>,(((((v2+(((v1*sigmoid(abs((1/v2))))**3)*v1))*(1/2))-sqrtabs(v1))-(1/5))-1.4787)
1,elite,77,0.222548,-2.2810889000791392,5.054227754328735,sub sub sub sub mul tanh v2 v1 v1 div mul <C> tanh sub (1/2) tanh v2 (1/5) 3 (1/2),(((((tanh(v2)*v1)-v1)-((0.3085*tanh(((1/2)-tanh(v2))))/(1/5)))-3)-(1/2))
1,elite,78,0.429849,-0.5676543599102573,3.4935822049271397,sub tanh sub sub mul v2 pow3 v2 v1 div mul <C> aggr sub sour v2 targ v2 4 v1,(tanh((((v2*(v2**3))-v1)-((-8.1720*aggr((sour(v2)-targ(v2))))/4)))-v1)
1,elite,79,0.483223,-0.054209799131723635,2.864899118823651,sub sub 1 mul mul <C> v2 v2 (1/3),((1-((0.0388*v2)*v2))-(1/3))
1,elite,80,0.493336,0.001419127728718439,2.7882867239810665,sub sub sub mul mul v2 pow3 v2 regular div mul <C> aggr sour 2 v2 4 1 <C> (1/5),"(((((v2*(v2**3))*regular(((-0.0704*aggr(sour(2)))/v2), 4))-1)--1.0506)-(1/5))"
1,elite,81,0.456371,-0.2493272916475031,3.118774129777981,sub sub inv mul mul <C> v2 v1 mul mul <C> v1 4 cos (1/3),(((1/((-260.7213*v2)*v1))-((-0.0236*v1)*4))-cos((1/3)))
1,elite,82,0.517722,-119.53502364075288,30.633910427049347,sub sub (1/5) add mul mul <C> v2 sub div mul 5 regular 4 v2 abs v1 2 <C> (1/5),"(((1/5)-(((-0.0138*v2)*(((5*regular(4, v2))/abs(v1))-2))+0.2770))-(1/5))"
1,elite,83,0.798177,0.7919320367845549,1.2727655665847493,sub sub div mul mul <C> v2 mul mul sin neg (1/3) regular inv 4 v2 (1/5) v2 2 <C>,"(((((93.5483*v2)*((sin((-(1/3)))*regular((1/4), v2))*(1/5)))/v2)-2)--5.1464)"
